"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","Member","Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Category","Subcategory","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"Bitnami (KCSP)","Bitnami","https://bitnami.com/kubernetes","https://landscape.cncf.io/logos/bitnami-kcsp.svg","http://twitter.com/bitnami","https://www.crunchbase.com/organization/bitnami",,,,"silver","member","NotOpenSource","San Francisco, California","2018-12-26 16:01:13","Bitnami brings a catalog of trusted, up to date, and easy to use applications and application building blocks to Kubernetes.","Bitnami makes it easy to run your favorite web applications natively, virtually and in the cloud.","https://bitnami.com","San Francisco","California","United States","http://twitter.com/bitnami","https://www.linkedin.com/company/3337115",,,51,100,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"BoCloud (KCSP)","Bocloud","http://bocloud.com.cn","https://landscape.cncf.io/logos/bo-cloud-kcsp.svg",,"https://www.crunchbase.com/organization/bocloud",,,15265600,"silver","member","NotOpenSource","Suzhou, China","","BoCloud provides professional cloud computing service for enterprise customers, focusing on PaaS technology.","BoCloud provides professional cloud computing service for enterprise customers, focusing on PaaS technology.","http://www.bocloud.com.cn","Suzhou","Jiangsu","China",,,,"funding",,,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"BoCloud BeyondcentContainer","Bocloud","http://bocloud.com.cn/product_container.html","https://landscape.cncf.io/logos/bo-cloud-beyondcent-container.svg",,"https://www.crunchbase.com/organization/bocloud",,,15265600,"silver","member","NotOpenSource","Suzhou, China","","PaaS cloud solutions for docketing and managing Internet applications using docker container technology. Help customers respond to the explosive and unpredictable nature of Internet services.","BoCloud provides professional cloud computing service for enterprise customers, focusing on PaaS technology.","http://www.bocloud.com.cn","Suzhou","Jiangsu","China",,,,"funding",,,"Platform","Certified Kubernetes - Hosted",false,,,,"","","",,"","",,
"BOSH","Cloud Foundry Foundation","https://bosh.io/docs/","https://landscape.cncf.io/logos/bosh.svg","https://twitter.com/cloudfoundry","https://www.crunchbase.com/organization/cloud-foundry",,,,"nonprofit","member","Apache License 2.0","San Francisco, California","2018-12-21 21:34:01","Cloud Foundry BOSH is an open source tool chain for release engineering, deployment and lifecycle management of large scale distributed services.","Cloud Foundry Foundation is an Independent non-profit organization that supports the Cloud Foundry collection of open source projects.","https://www.cloudfoundry.org/","San Francisco","California","United States","https://twitter.com/cloudfoundry","https://www.linkedin.com/company/2509135",,,51,100,"Provisioning","Automation & Configuration",true,"https://github.com/cloudfoundry/bosh",1683,"Cloud Foundry BOSH is an open source tool chain for release engineering, deployment and lifecycle management of large scale distributed services.","","https://github.com/cloudfoundry/bosh/commit/ae2be7d06013711f537be10f8563c5b5b11a1d08","2018-10-02 12:35:13","https://github.com/cloudfoundry/bosh/releases","2010-08-19 02:19:00","https://github.com/cloudfoundry/bosh/commit/37822ce7d8a4004b535258508c31be9fb67774c2",260,"https://github.com/cloudfoundry/bosh/graphs/contributors"
"BoxBoat (KCSP)","BoxBoat Technologies","https://boxboat.com/","https://landscape.cncf.io/logos/box-boat-kcsp.svg","https://twitter.com/boxboat","https://www.crunchbase.com/organization/boxboat-technologies-llc",,,,"silver","member","NotOpenSource","Bethesda, Maryland","2018-12-26 14:42:31","BoxBoat helps global companies develop, integrate, and deploy applications faster with Kubernetes and emerging ecosystem technologies.","BoxBoat is a services company specializing in Containers, DevOps, Continuous Delivery, and Cloud Migration engagements. ","http://www.boxboat.com","Bethesda","Maryland","United States","https://twitter.com/boxboat","https://www.linkedin.com/company/boxboat/",,,11,50,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"BoxBoat (KTP)","BoxBoat Technologies","https://boxboat.com/","https://landscape.cncf.io/logos/box-boat-ktp.svg","https://twitter.com/boxboat","https://www.crunchbase.com/organization/boxboat-technologies-llc",,,,"silver","member","NotOpenSource","Bethesda, Maryland","2018-12-26 14:42:31","BoxBoat helps global companies develop, integrate, and deploy applications faster with Kubernetes and emerging ecosystem technologies.","BoxBoat is a services company specializing in Containers, DevOps, Continuous Delivery, and Cloud Migration engagements. ","http://www.boxboat.com","Bethesda","Maryland","United States","https://twitter.com/boxboat","https://www.linkedin.com/company/boxboat/",,,11,50,"Special","Kubernetes Training Partner",false,,,,"","","",,"","",,
"Brigade","Microsoft","https://brigade.sh/","https://landscape.cncf.io/logos/brigade.svg","https://twitter.com/brigadecore","https://www.crunchbase.com/organization/microsoft",772050386944,"MSFT",,"platinum","member","MIT License","Redmond, Washington","2018-12-04 01:00:00","Event-based Scripting for Kubernetes.","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","http://www.microsoft.com","Redmond","Washington","United States","http://twitter.com/Microsoft","https://www.linkedin.com/company/microsoft","MSFT","market_cap",10001,1000000,"App Definition and Development","Continuous Integration & Delivery",true,"https://github.com/azure/brigade",1436,"Event-based Scripting for Kubernetes.","","https://github.com/Azure/brigade/commit/e23ea3013cdaa3b14e93f8369311e4d1cdcafb83","",,"2017-04-15 00:07:29","https://github.com/Azure/brigade/commit/fa1bbbe4af0d89205ffb2cd8848152aaa3541a6b",67,"https://github.com/azure/brigade/graphs/contributors"
"Buildpacks","Cloud Native Computing Foundation (CNCF)","https://buildpacks.io/","https://landscape.cncf.io/logos/buildpacks.svg","https://twitter.com/buildpacks_io","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,,"cncf","member","Apache License 2.0","San Francisco, California","2018-12-14 13:15:03","CLI for building apps using Cloud Native Buildpacks","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io/","San Francisco","California","United States","https://twitter.com/cloudnativefdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,,11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/buildpack/pack",172,"CLI for building apps using Cloud Native Buildpacks","","https://github.com/buildpack/pack/commit/9896a5068b0e70bd038aad5c524ae2c774e11a1d","",,"2018-06-25 04:41:23","https://github.com/buildpack/pack/commit/4a1e4510ed4dc55ff989c8d0372e1a15f4508264",12,"https://github.com/buildpack/pack/graphs/contributors"
"CableLabs SNAPS-Kubernetes","CableLabs","https://github.com/cablelabs/snaps-kubernetes","https://landscape.cncf.io/logos/cable-labs-snaps-kubernetes.svg","http://twitter.com/cablelabs","https://www.crunchbase.com/organization/cablelabs",,,,"nonprofit","member","Apache License 2.0","Louisville, Colorado","2018-12-26 16:10:02","An installation tool to install Kubernetes on a Linux machines that have been initialized with SNAPS-Boot.","CableLabs is a non-profit research and development consortium","http://cablelabs.com","Louisville","Colorado","United States","http://twitter.com/cablelabs","https://www.linkedin.com/company/14315",,,501,1000,"Platform","Certified Kubernetes - Installer",true,"https://github.com/cablelabs/snaps-kubernetes",6,"Installation tool to install Kubernetes on a Linux servers","","https://github.com/cablelabs/snaps-kubernetes/commit/4394a72806f4937c08c8159e198fbd465b3e62e8","",,"2018-03-09 20:24:55","https://github.com/cablelabs/snaps-kubernetes/commit/701532c4bf68b7c48e1bfa05f6093b34212fbade",9,"https://github.com/cablelabs/snaps-kubernetes/graphs/contributors"
"Caicloud (KCSP)","Caicloud","https://caicloud.io/","https://landscape.cncf.io/logos/caicloud-kcsp.svg",,"https://www.crunchbase.com/organization/caicloud",,,7300000,"silver","member","NotOpenSource","Hangzhou, China","","Founded by ex-Googlers, and early Kubernetes contributors, Caicloud leverages Kubernetes to provide container products which have successfully served Fortune 500 enterprises, and further utilizes Kubernetes as a vehicle to deliver ultra-speed deep learning experience.","Caicloud was founded by ex-Googlers and early Kubernetes contributors, provides container cluster-as-a-service and big data service.","https://caicloud.io","Hangzhou","Zhejiang","China",,"https://www.linkedin.com/company/caicloud",,"funding",,,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"Caicloud (KTP)","Caicloud","https://caicloud.io/","https://landscape.cncf.io/logos/caicloud-ktp.svg",,"https://www.crunchbase.com/organization/caicloud",,,7300000,"silver","member","NotOpenSource","Hangzhou, China","","Founded by ex-Googlers, and early Kubernetes contributors, Caicloud leverages Kubernetes to provide container products which have successfully served Fortune 500 enterprises, and further utilizes Kubernetes as a vehicle to deliver ultra-speed deep learning experience.","Caicloud was founded by ex-Googlers and early Kubernetes contributors, provides container cluster-as-a-service and big data service.","https://caicloud.io","Hangzhou","Zhejiang","China",,"https://www.linkedin.com/company/caicloud",,"funding",,,"Special","Kubernetes Training Partner",false,,,,"","","",,"","",,
"Caicloud Compass","Caicloud","https://caicloud.io/products/compass","https://landscape.cncf.io/logos/caicloud-compass.svg",,"https://www.crunchbase.com/organization/caicloud",,,7300000,"silver","member","NotOpenSource","Hangzhou, China","","Compass is an enterprise container cluster management platform based on Kubernetes and Google's 10-year container usage best practices, to provide users with a stable, easy-to-use, and secure multi-cloud hybrid cloud management solution across clusters.","Caicloud was founded by ex-Googlers and early Kubernetes contributors, provides container cluster-as-a-service and big data service.","https://caicloud.io","Hangzhou","Zhejiang","China",,"https://www.linkedin.com/company/caicloud",,"funding",,,"Platform","Certified Kubernetes - Distribution",false,,,,"","","",,"","",,
"Canonical (KCSP)","Canonical","https://jujucharms.com/canonical-kubernetes/","https://landscape.cncf.io/logos/canonical-kcsp.svg","http://twitter.com/Canonical","https://www.crunchbase.com/organization/canonical-ltd",,,,"silver","member","NotOpenSource","London, United Kingdom","2018-12-26 15:47:46","The Canonical Distribution of Kubernetes enables you to operate Kubernetes clusters on demand on any major public cloud and private infrastructure.","Canonical is a computer software company that markets commercial support and related services for Ubuntu and related projects.","http://www.canonical.com","London","England","United Kingdom","http://twitter.com/Canonical","https://www.linkedin.com/company/canonical-ltd-/",,,501,1000,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"Canonical Distribution of Kubernetes","Canonical","https://www.ubuntu.com/kubernetes","https://landscape.cncf.io/logos/canonical-distribution-of-kubernetes.svg","http://twitter.com/Canonical","https://www.crunchbase.com/organization/canonical-ltd",,,,"silver","member","Apache License 2.0","London, United Kingdom","2018-12-26 15:47:46","This is pure Kubernetes tested across the widest range of clouds with modern metrics and monitoring, brought to you by the people who deliver Ubuntu.","Canonical is a computer software company that markets commercial support and related services for Ubuntu and related projects.","http://www.canonical.com","London","England","United Kingdom","http://twitter.com/Canonical","https://www.linkedin.com/company/canonical-ltd-/",,,501,1000,"Platform","Certified Kubernetes - Distribution",true,"https://github.com/juju-solutions/bundle-canonical-kubernetes",79,"Charmed Distribution of Kubernetes bundles. Report new bugs at:","","https://github.com/juju-solutions/bundle-canonical-kubernetes/commit/540d8e875da45f9f34cce066d70601340268df17","",,"2016-03-25 14:50:33","https://github.com/juju-solutions/bundle-canonical-kubernetes/commit/573dd187360873b28739a42af953aaca79c6cc35",20,"https://github.com/juju-solutions/bundle-canonical-kubernetes/graphs/contributors"
"Canonical microk8s","Canonical","https://microk8s.io","https://landscape.cncf.io/logos/canonical-microk8s.svg","http://twitter.com/Canonical","https://www.crunchbase.com/organization/canonical-ltd",,,,"silver","member","Apache License 2.0","London, United Kingdom","2018-12-26 15:47:46","An easy to install, single node local Kubernetes.","Canonical is a computer software company that markets commercial support and related services for Ubuntu and related projects.","http://www.canonical.com","London","England","United Kingdom","http://twitter.com/Canonical","https://www.linkedin.com/company/canonical-ltd-/",,,501,1000,"Platform","Certified Kubernetes - Installer",true,"https://github.com/ubuntu/microk8s",620,"A kubernetes cluster in a snap","","https://github.com/ubuntu/microk8s/commit/1b82390ca4f815f1ecf50c312a875f11d48e1307","",,"2018-05-09 10:07:00","https://github.com/ubuntu/microk8s/commit/747e5cdd114e92c4af01a43d1770dffca955028b",17,"https://github.com/ubuntu/microk8s/graphs/contributors"
"Catalyst Kubernetes Service","Catalyst Cloud","https://catalystcloud.nz/services/paas/catalyst-kubernetes-service/","https://landscape.cncf.io/logos/catalyst-kubernetes-service.svg","https://twitter.com/catalyst_cloud","https://www.crunchbase.com/organization/catalyst-cloud",,,,"silver","member","Apache License 2.0","Wellington, New Zealand","2018-08-22 21:10:50","Catalyst Kubernetes Service makes it easy for you to deploy, manage, and scale Kubernetes clusters to run containerised applications on the Catalyst Cloud.","We deliver robust and innovative cloud services in New Zealand","https://catalystcloud.nz/","Wellington","Wellington","New Zealand","https://twitter.com/catalyst_cloud","https://www.linkedin.com/company/catalyst-cloud-limited/",,,11,50,"Platform","Certified Kubernetes - Hosted",true,"https://github.com/catalyst-cloud/magnum",2,"Container Infrastructure Management Service for OpenStack","","https://github.com/catalyst-cloud/magnum/commit/3a50a242d34f9ee02bc782629e54710d437b3d23","2018-08-13 16:12:26","https://github.com/catalyst-cloud/magnum/releases","2014-11-07 10:08:48","https://github.com/catalyst-cloud/magnum/commit/add7867c7f14bc3462da848882394ff61d78ab1b",208,"https://github.com/catalyst-cloud/magnum/graphs/contributors"
"Ceph","Ceph Foundation","https://ceph.com/","https://landscape.cncf.io/logos/ceph.svg","https://twitter.com/Ceph","https://www.crunchbase.com/organization/ceph-foundation",,,,"linux_foundation","member","Other","San Francisco, California","2018-12-20 01:22:36","Ceph is a distributed object, block, and file storage platform ","The Ceph Foundation exists to enable industry members to collaborate and pool resources to support the Ceph project community.",,"San Francisco","California","United States",,,,,,,"Runtime","Cloud-Native Storage",true,"https://github.com/ceph/ceph",5435,"Ceph is a distributed object, block, and file storage platform ","","https://github.com/ceph/ceph/commit/0ccdc799384801faa728d5429e82b522ee3b618b","2018-11-26 19:36:01","https://github.com/ceph/ceph/releases","2001-04-28 22:22:35","https://github.com/ceph/ceph/commit/7091d44931086985a26cca2d263e307ad2f82001",717,"https://github.com/ceph/ceph/graphs/contributors"
"Chef","Chef","https://www.chef.io/","https://landscape.cncf.io/logos/chef.svg","https://twitter.com/chef","https://www.crunchbase.com/organization/chef",,,105000000,"silver","member","Apache License 2.0","Seattle, Washington","2018-12-26 21:00:02","A systems integration framework, built to bring the benefits of configuration management to your entire infrastructure.","Chef is an automation platform that transforms infrastructure into code.","https://www.chef.io/","Seattle","Washington","United States","http://twitter.com/chef","https://www.linkedin.com/company/223176/",,"funding",101,250,"Provisioning","Automation & Configuration",true,"https://github.com/chef/chef",5616,"A systems integration framework, built to bring the benefits of configuration management to your entire infrastructure.","","https://github.com/chef/chef/commit/60c042414ccef8ca6fbfa1e974973ae6f3ebb241","2018-12-21 04:25:48","https://github.com/chef/chef/releases","2008-03-06 07:31:38","https://github.com/chef/chef/commit/b5117775e86cff40399187b6292c98fba9dc5034",565,"https://github.com/chef/chef/graphs/contributors"
"CircleCI","CircleCI","https://circleci.com/","https://landscape.cncf.io/logos/circle-ci.svg","https://twitter.com/circleci","https://www.crunchbase.com/organization/circle-ci",,,59000000,"silver","member","NotOpenSource","San Francisco, California","2018-12-26 14:27:01","CircleCI provides software teams the confidence to build, test, and deploy across numerous platforms.","CircleCI provides software teams the confidence to build, test, and deploy across numerous platforms.","https://circleci.com/","San Francisco","California","United States","http://twitter.com/circleci","https://www.linkedin.com/company/circleci",,"funding",101,250,"App Definition and Development","Continuous Integration & Delivery",false,,,,"","","",,"","",,
"Cisco Container Platform","Cisco","https://www.cisco.com/c/en/us/products/cloud-systems-management/container-platform/index.html","https://landscape.cncf.io/logos/cisco-container-platform.svg","https://twitter.com/cisco","https://www.crunchbase.com/organization/cisco",190943428608,"CSCO",,"platinum","member","NotOpenSource","San Jose, California","2018-12-26 22:00:01","Cisco Container Platform (CCP) automates the repetitive things and simplifies the complex ones so everyone can just go back to enjoying the magic of containers.","Cisco develops, manufactures, and sells networking hardware, telecommunications equipment, and other high-technology services and products.","http://www.cisco.com","San Jose","California","United States","https://twitter.com/cisco","https://www.linkedin.com/company/cisco","CSCO","market_cap",10001,1000000,"Platform","Certified Kubernetes - Hosted",false,,,,"","","",,"","",,
"Clair","Red Hat","https://coreos.com/clair/docs/latest/","https://landscape.cncf.io/logos/clair.svg","https://twitter.com/coreos","https://www.crunchbase.com/organization/red-hat",30703210496,"RHT",,"platinum","member","Apache License 2.0","Raleigh, North Carolina","2018-12-18 20:28:49","Vulnerability Static Analysis for Containers","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhat","https://www.linkedin.com/company/red-hat","RHT","market_cap",5001,10000,"Provisioning","Security & Compliance",true,"https://github.com/coreos/clair",4577,"Vulnerability Static Analysis for Containers","","https://github.com/coreos/clair/commit/3947073b9eef6a323675b06ee9ca0bfd3b3f9d3a","2017-04-21 20:35:54","https://github.com/coreos/clair/releases","2015-11-13 19:11:28","https://github.com/coreos/clair/commit/3ec262dd51466100b44910b60308e46b00f2a097",73,"https://github.com/coreos/clair/graphs/contributors"
"Cloud 66 Maestro","Cloud 66","https://www.cloud66.com/containers/maestro","https://landscape.cncf.io/logos/cloud-66-maestro.svg","https://twitter.com/cloud66","https://www.crunchbase.com/organization/cloudblocks",,,2240385,"silver","member","NotOpenSource","San Francisco, California","2018-12-26 23:35:45","Cloud 66 Maestro builds and maintains Kubernetes clusters on any cloud provider as well as provisioning non-container based workloads like databases, storage and network components.","Ops tools for Devs. Build, deliver, deploy and manage any applications on any cloud or server.","http://www.cloud66.com","San Francisco","California","United States","http://twitter.com/cloud66","https://www.linkedin.com/company/cloud-66",,"funding",11,50,"Platform","Certified Kubernetes - Distribution",false,,,,"","","",,"","",,
"Cloud 66 Skycap","Cloud 66","https://www.cloud66.com/containers/skycap","https://landscape.cncf.io/logos/cloud-66-skycap.svg","https://twitter.com/cloud66","https://www.crunchbase.com/organization/cloudblocks",,,2240385,"silver","member","NotOpenSource","San Francisco, California","2018-12-26 23:35:45","Ops tools for Devs. Build, deliver, deploy and manage any applications on any cloud or server.","Ops tools for Devs. Build, deliver, deploy and manage any applications on any cloud or server.","http://www.cloud66.com","San Francisco","California","United States","http://twitter.com/cloud66","https://www.linkedin.com/company/cloud-66",,"funding",11,50,"App Definition and Development","Continuous Integration & Delivery",false,,,,"","","",,"","",,
"Cloud Foundry Application Runtime","Cloud Foundry Foundation","https://www.cloudfoundry.org/application-runtime/","https://landscape.cncf.io/logos/cloud-foundry-application-runtime.svg","https://twitter.com/cloudfoundry","https://www.crunchbase.com/organization/cloud-foundry",,,,"nonprofit","member","Apache License 2.0","San Francisco, California","2018-12-21 21:34:01","Cloud Foundry Application Runtime utilizes containers as part of its DNA, and has since before Docker popularized containers. The new CF Container Runtime gives you more granular control and management of containers with Kubernetes.","Cloud Foundry Foundation is an Independent non-profit organization that supports the Cloud Foundry collection of open source projects.","https://www.cloudfoundry.org/","San Francisco","California","United States","https://twitter.com/cloudfoundry","https://www.linkedin.com/company/2509135",,,51,100,"Platform","PaaS/Container Service",true,"https://github.com/cloudfoundry/cli",1184,"The official command line client for Cloud Foundry","","https://github.com/cloudfoundry/cli/commit/83e10ced7beac0a02f9070ea1e8b3abb026cff21","",,"2013-08-19 14:53:03","https://github.com/cloudfoundry/cli/commit/d5833689912e2f27addaf899613115f84a92e0c7",197,"https://github.com/cloudfoundry/cli/graphs/contributors"
"Cloud Foundry Container Runtime","Cloud Foundry Foundation","https://www.cloudfoundry.org/container-runtime/","https://landscape.cncf.io/logos/cloud-foundry-container-runtime.svg","https://twitter.com/cloudfoundry","https://www.crunchbase.com/organization/cloud-foundry",,,,"nonprofit","member","Apache License 2.0","San Francisco, California","2018-12-21 21:34:01","Cloud Foundry Container Runtime gives you more granular control and management of containers with Kubernetes.","Cloud Foundry Foundation is an Independent non-profit organization that supports the Cloud Foundry collection of open source projects.","https://www.cloudfoundry.org/","San Francisco","California","United States","https://twitter.com/cloudfoundry","https://www.linkedin.com/company/2509135",,,51,100,"Platform","Certified Kubernetes - Distribution",true,"https://github.com/cloudfoundry-incubator/kubo-deployment",270,"Contains manifests used to deploy Cloud Foundry Container Runtime","","https://github.com/cloudfoundry-incubator/kubo-deployment/commit/903bfb35a810e1f395d9d100fbd3991a578b1f27","2018-10-30 23:02:42","https://github.com/cloudfoundry-incubator/kubo-deployment/releases","2016-11-12 00:45:26","https://github.com/cloudfoundry-incubator/kubo-deployment/commit/5c6e3eee066c58c90224c12e3c3691a57f65ed52",90,"https://github.com/cloudfoundry-incubator/kubo-deployment/graphs/contributors"
"Cloudbees","CloudBees","https://www.cloudbees.com/","https://landscape.cncf.io/logos/cloudbees.svg","https://twitter.com/CloudBees","https://www.crunchbase.com/organization/cloudbees",,,113200000,"silver","member","NotOpenSource","San Jose, California","2018-12-26 21:50:08","CloudBees offers CloudBees Jenkins Enterprise, an enterprise-grade continuous delivery platform powered by Jenkins.","CloudBees offers CloudBees Jenkins Enterprise, an enterprise-grade continuous delivery platform powered by Jenkins.","http://www.cloudbees.com","San Jose","California","United States","http://twitter.com/CloudBees","https://www.linkedin.com/company/cloudbees",,"funding",251,500,"App Definition and Development","Continuous Integration & Delivery",false,,,,"","","",,"","",,
"CloudEvents","Cloud Native Computing Foundation (CNCF)","https://cloudevents.io/","https://landscape.cncf.io/logos/cloud-events.svg","https://twitter.com/cloudeventsio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,,"cncf","member","Apache License 2.0","San Francisco, California","2018-05-21 17:50:23","CloudEvents Specification","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io/","San Francisco","California","United States","https://twitter.com/cloudnativefdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,,11,50,"App Definition and Development","Streaming & Messaging",true,"https://github.com/cloudevents/spec",764,"CloudEvents Specification","","https://github.com/cloudevents/spec/commit/5a7c1cf7faf77be9b0d03b19c5e1bcd850b85e09","",,"2017-12-09 21:19:52","https://github.com/cloudevents/spec/commit/f47997feae0ecb7c40697ba256be88118cdbb9cb",48,"https://github.com/cloudevents/spec/graphs/contributors"
"CloudOps (KCSP)","CloudOps","https://www.cloudops.com/kubernetes-cloud-native/","https://landscape.cncf.io/logos/cloud-ops-kcsp.svg","https://twitter.com/CloudOps_","https://www.crunchbase.com/organization/cloudops",,,,"silver","member","NotOpenSource","Montréal, Canada","2018-12-26 17:00:11","Helping our customers own their destinies in the cloud with DevOps transformation, consulting and support services. We deliver future-proof cloud solutions that leverage open source, key partners and CloudOps software, optimizing how cloud services are delivered, consumed, and connected.","Private, public and hybrid cloud solutions for businesses seeking scalability, and for enterprises making their move to the cloud.","http://cloudops.com","Montréal","Quebec","Canada","https://twitter.com/CloudOps_","https://www.linkedin.com/company/cloudops",,,11,50,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"CloudOps (KTP)","CloudOps","https://www.cloudops.com/kubernetes-cloud-native/","https://landscape.cncf.io/logos/cloud-ops-ktp.svg","https://twitter.com/CloudOps_","https://www.crunchbase.com/organization/cloudops",,,,"silver","member","NotOpenSource","Montréal, Canada","2018-12-26 17:00:11","Private, public and hybrid cloud solutions for businesses seeking scalability, and for enterprises making their move to the cloud.","Private, public and hybrid cloud solutions for businesses seeking scalability, and for enterprises making their move to the cloud.","http://cloudops.com","Montréal","Quebec","Canada","https://twitter.com/CloudOps_","https://www.linkedin.com/company/cloudops",,,11,50,"Special","Kubernetes Training Partner",false,,,,"","","",,"","",,
"CloudYuga (KCSP)","CloudYuga","https://cloudyuga.guru","https://landscape.cncf.io/logos/cloud-yuga-kcsp.svg","https://twitter.com/cloudyuga","https://www.crunchbase.com/organization/cloudyuga",,,,"silver","member","NotOpenSource","Bengaluru, India","2018-09-22 16:28:41","CloudYuga provides training and consulting on container and cloud native technologies such as Docker, Kubernetes, and Prometheus.","Cloud Native Training and Consulting","https://cloudyuga.guru/","Bengaluru","Karnataka","India","https://twitter.com/cloudyuga",,,,,,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"CloudYuga (KTP)","CloudYuga","https://cloudyuga.guru","https://landscape.cncf.io/logos/cloud-yuga-ktp.svg","https://twitter.com/cloudyuga","https://www.crunchbase.com/organization/cloudyuga",,,,"silver","member","NotOpenSource","Bengaluru, India","2018-09-22 16:28:41","CloudYuga provides training and consulting on container and cloud native technologies such as Docker, Kubernetes, and Prometheus.","Cloud Native Training and Consulting","https://cloudyuga.guru/","Bengaluru","Karnataka","India","https://twitter.com/cloudyuga",,,,,,"Special","Kubernetes Training Partner",false,,,,"","","",,"","",,
"CloudZone (KCSP)","Matrix","https://cloudzone.io/","https://landscape.cncf.io/logos/cloud-zone-kcsp.svg","https://twitter.com/CloudZone2","https://www.crunchbase.com/organization/matrix",460491328,"MTRX",,"silver","member","NotOpenSource","Herzliya, Israel","2018-09-12 11:48:02","With over 8 years of cloud consulting experience, CloudZone provides consulting services and execution of end-to-end Kubernetes and DevOps projects  including platform architecture, CI/CD automations, service meshes and more.","Matrix is the leading IT company in Israel. They develop and implement leading technologies, software solutions and products.","http://www.matrix.co.il/en/Pages/default.aspx","Herzliya","Tel Aviv","Israel",,"https://www.linkedin.com/company/2876","MTRX","market_cap",10001,1000000,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"CockroachDB","Cockroach Labs","https://www.cockroachlabs.com/","https://landscape.cncf.io/logos/cockroach-db.svg","https://twitter.com/CockroachDB","https://www.crunchbase.com/organization/cockroach-labs",,,53500000,"silver","member","Other","New York, New York","2018-12-25 18:41:54","CockroachDB - the open source, cloud-native SQL database.","Cockroach Labs is the company behind CockroachDB, an open source, distributed SQL database. ","http://www.cockroachlabs.com/","New York","New York","United States","https://twitter.com/@cockroachdb","https://www.linkedin.com/company/cockroach-labs",,"funding",51,100,"App Definition and Development","Database",true,"https://github.com/cockroachdb/cockroach",15024,"CockroachDB - the open source, cloud-native SQL database.","","https://github.com/cockroachdb/cockroach/commit/3b0ea90eac2d94aba4d96537dbcc175707ebd259","2018-12-12 19:23:23","https://github.com/cockroachdb/cockroach/releases","2014-02-06 00:18:47","https://github.com/cockroachdb/cockroach/commit/8548987813ff9e1b8a9878023d3abfc6911c16db",223,"https://github.com/cockroachdb/cockroach/graphs/contributors"
"Codefresh","Codefresh","https://codefresh.io/","https://landscape.cncf.io/logos/codefresh.svg","https://twitter.com/codefresh","https://www.crunchbase.com/organization/code-fresh",,,15000000,"silver","member","NotOpenSource","Mountain View, California","2018-12-27 00:00:23","Codefresh is a continuous delivery and collaboration platform for containers and microservices.","Codefresh is a continuous delivery and collaboration platform for containers and microservices.","https://www.codefresh.io/","Mountain View","California","United States","https://twitter.com/codefresh","https://www.linkedin.com/company/codefresh",,"funding",11,50,"App Definition and Development","Continuous Integration & Delivery",false,,,,"","","",,"","",,
"Codefresh Registry","Codefresh","https://codefresh.io/docs/docs/docker-registries/codefresh-registry/","https://landscape.cncf.io/logos/codefresh-registry.svg","https://twitter.com/codefresh","https://www.crunchbase.com/organization/code-fresh",,,15000000,"silver","member","NotOpenSource","Mountain View, California","2018-12-27 00:00:23","Codefresh is a continuous delivery and collaboration platform for containers and microservices.","Codefresh is a continuous delivery and collaboration platform for containers and microservices.","https://www.codefresh.io/","Mountain View","California","United States","https://twitter.com/codefresh","https://www.linkedin.com/company/codefresh",,"funding",11,50,"Provisioning","Container Registry",false,,,,"","","",,"","",,
