"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","Member","Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Category","Subcategory","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"Oracle Linux Container Services","Oracle","https://blogs.oracle.com/linux/announcing-oracle-linux-container-services-for-use-with-kubernetes","https://landscape.cncf.io/logos/oracle-linux-container-services.svg","https://twitter.com/oraclecloud","https://www.crunchbase.com/organization/oracle",160029949952,"ORCL",,"platinum","member","NotOpenSource","Redwood Shores, California","2018-12-26 08:29:32","Continuing Oracle's commitment to open source and the container ecosystem, Oracle joins the Cloud Native Computing Foundation, and we are pleased to announce Oracle Container Services for use with Kubernetes.","Oracle is an integrated cloud applications and platform services","https://www.oracle.com","Redwood Shores","California","United States","https://twitter.com/Oracle","https://www.linkedin.com/company/oracle/","ORCL","market_cap",10001,1000000,"Platform","Certified Kubernetes - Distribution",false,,,,"","","",,"","",,
"Oracle Policy Automation","Oracle","https://www.oracle.com/applications/oracle-policy-automation/","https://landscape.cncf.io/logos/oracle-policy-automation.svg","https://twitter.com/oracleopa","https://www.crunchbase.com/organization/oracle",160029949952,"ORCL",,"platinum","member","NotOpenSource","Redwood Shores, California","2018-12-19 04:24:58","Oracle is an integrated cloud applications and platform services","Oracle is an integrated cloud applications and platform services","https://www.oracle.com","Redwood Shores","California","United States","https://twitter.com/Oracle","https://www.linkedin.com/company/oracle/","ORCL","market_cap",10001,1000000,"Provisioning","Security & Compliance",false,,,,"","","",,"","",,
"OrientDB","SAP","https://orientdb.com/why-orientdb/","https://landscape.cncf.io/logos/orient-db.svg","https://twitter.com/OrientDB","https://www.crunchbase.com/organization/sap",116173987840,"SAP",,"platinum","member","Apache License 2.0","Walldorf, Germany","2018-12-27 00:07:00","OrientDB is the most versatile DBMS supporting Graph, Document, Reactive, Full-Text, Geospatial and Key-Value models in one Multi-Model product. OrientDB can run distributed (Multi-Master), supports SQL, ACID Transactions, Full-Text indexing and Reactive Queries. OrientDB Community Edition is Open Source using a liberal Apache 2 license.","SAP is a technology company that develops enterprise application software for companies and industries across diverse sectors.","https://www.sap.com/","Walldorf","Baden-Wurttemberg","Germany","http://twitter.com/SAP","https://www.linkedin.com/company/sap","SAP","market_cap",10001,1000000,"App Definition and Development","Database",true,"https://github.com/orientechnologies/orientdb",3714,"OrientDB is the most versatile DBMS supporting Graph, Document, Reactive, Full-Text, Geospatial and Key-Value models in one Multi-Model product. OrientDB can run distributed (Multi-Master), supports SQL, ACID Transactions, Full-Text indexing and Reactive Queries. OrientDB Community Edition is Open Source using a liberal Apache 2 license.","","https://github.com/orientechnologies/orientdb/commit/6eb5d55c309414b6222dc66a9644d4fc52402efc","2018-10-04 16:20:24","https://github.com/orientechnologies/orientdb/releases","2010-03-29 12:00:36","https://github.com/orientechnologies/orientdb/commit/429e8cae765d061ec78a217ed20f7e9209bb5435",121,"https://github.com/orientechnologies/orientdb/graphs/contributors"
"Origoss Solutions (KCSP)","Origoss Solutions","https://origoss.com/","https://landscape.cncf.io/logos/origoss-solutions-kcsp.svg","https://twitter.com/origoss_com","https://www.crunchbase.com/organization/origoss-solutions-ltd",,,,"silver","member","NotOpenSource","Budapest, Hungary","2018-11-29 09:46:17","Origoss Solutions helps enterprises in their journey to the cloud native world by offering consultancy and operations support solutions.","Original open source software solutions
Original open source software solutions

","https://origoss.com/","Budapest","Budapest","Hungary","https://twitter.com/origoss_com","https://www.linkedin.com/company/origoss/",,,,,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"Oteemo (KCSP)","Oteemo","https://oteemo.com","https://landscape.cncf.io/logos/oteemo-kcsp.svg","https://www.twitter.com/oteemoinc","https://www.crunchbase.com/organization/oteemo",,,,"silver","member","NotOpenSource","Reston, Virginia","2018-11-30 01:02:12","Oteemo is a technology solutions provider specializing in helping enterprises with cloud native transformations. Our services include operationalization of Kubernetes platforms, application container migrations and mentoring of client staff on cloud native technologies.","Oteemo is a solution-based consulting organization.","http://oteemo.com/","Reston","Virginia","United States","https://www.twitter.com/oteemoinc",,,,,,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"OVH Managed Kubernetes Service","OVH.com","https://labs.ovh.com/kubernetes-k8s","https://landscape.cncf.io/logos/ovh-managed-kubernetes-service.svg","http://twitter.com/ovh","https://www.crunchbase.com/organization/ovh-com",,,736634801,"silver","member","NotOpenSource","Paris, France","2018-12-25 15:11:00","Benefit from free HA managed Kubernetes service by hosting your nodes and services on OVH Public Cloud.","OVH.com is an independent French company that offers web, dedicated, and cloud hosting solutions.","http://ovh.com","Paris","Ile-de-France","France","http://twitter.com/ovh","https://www.linkedin.com/company/1883877",,"funding",1,10,"Platform","Certified Kubernetes - Hosted",false,,,,"","","",,"","",,
"Packet","Packet","https://www.packet.com/","https://landscape.cncf.io/logos/packet.svg","https://twitter.com/packethost","https://www.crunchbase.com/organization/packet-host",,,36567845,"silver","member","NotOpenSource","New York, New York","2018-12-25 02:04:53","Packet is a bare metal cloud built for developers.","Packet is a bare metal cloud built for developers.","https://www.packet.com","New York","New York","United States","https://twitter.com/packethost","https://www.linkedin.com/company/packet-host",,"funding",51,100,"Cloud","Public",false,,,,"","","",,"","",,
"PipelineAI","PipelineAI","https://pipeline.ai","https://landscape.cncf.io/logos/pipeline-ai.svg","https://twitter.com/PipelineAI","https://www.crunchbase.com/organization/pipelineio",,,1200000,"silver","member","Apache License 2.0","San Francisco, California","","PipelineAI: Real-Time Enterprise AI Platform","Real-Time Enterprise AI Platform","https://pipeline.ai","San Francisco","California","United States","https://twitter.com/PipelineAI","https://www.linkedin.com/company/6609122",,"funding",1,10,"Serverless","Installable Platform",true,"https://github.com/pipelineai/pipeline",3416,"PipelineAI: Real-Time Enterprise AI Platform","","https://github.com/PipelineAI/pipeline/commit/a6297bb5d95f0ae312cf02bc1d74b180caa7865b","",,"2015-07-08 03:49:23","https://github.com/PipelineAI/pipeline/commit/b185e0cb271a3d0f7d263b2f8e4cc9ec9aa14839",1,"https://github.com/pipelineai/pipeline/graphs/contributors"
"Pivotal Container Service (PKS)","Pivotal","https://pivotal.io/platform/pivotal-container-service","https://landscape.cncf.io/logos/pivotal-container-service-pks.svg","http://twitter.com/pivotal","https://www.crunchbase.com/organization/pivotal",4093908224,"PVTL",,"platinum","member","NotOpenSource","San Francisco, California","2018-12-26 18:35:02","Reliably deploy and run containerized workloads across private and public clouds. PKS eases the Day 2 operations burden for container orchestration with built-in HA, monitoring, automated health checks, and much more.","Pivotal is a software company that provides digital transformation technology and services.","http://www.pivotal.io","San Francisco","California","United States","http://twitter.com/pivotal","https://www.linkedin.com/company/3048967","PVTL","market_cap",1001,5000,"Platform","Certified Kubernetes - Distribution",false,,,,"","","",,"","",,
"Platform9 Managed Kubernetes","Platform9","https://platform9.com/managed-kubernetes/","https://landscape.cncf.io/logos/platform9-managed-kubernetes.svg","http://twitter.com/Platform9Sys","https://www.crunchbase.com/organization/platform9-systems-inc",,,36500000,"silver","member","NotOpenSource","Sunnyvale, California","2018-12-26 17:13:00","Platform9 Managed Kubernetes is SaaS-managed, infrastructure-agnostic, and works across public clouds and on-premises server infrastructure.","Platform9 is the open source-as-a-service company making cloud infrastructure easy.","https://platform9.com","Sunnyvale","California","United States","http://twitter.com/Platform9Sys","https://www.linkedin.com/company/platform9-systems",,"funding",51,100,"Platform","Certified Kubernetes - Distribution",false,,,,"","","",,"","",,
"Portus","SUSE","http://port.us.org/","https://landscape.cncf.io/logos/portus.svg","https://twitter.com/SUSE","https://www.crunchbase.com/organization/suse",,,,"gold","member","Apache License 2.0","Nuremberg, Germany","2018-12-26 23:00:45","Authorization service and frontend for Docker registry (v2)","SUSE is an open-source software provider that delivers Linux and cloud products, which gives enterprises the control and flexibility.","http://www.suse.com","Nuremberg","Bayern","Germany","http://twitter.com/SUSE","https://www.linkedin.com/company/suse",,,501,1000,"Provisioning","Container Registry",true,"https://github.com/SUSE/Portus",2178,"Authorization service and frontend for Docker registry (v2)","","https://github.com/SUSE/Portus/commit/90aaf2b8f11b6a2297051535a07236f9611e6475","",,"2015-04-12 21:58:55","https://github.com/SUSE/Portus/commit/f301fdfc9aff7e9eb220e848d6d6c69f9ab1d75a",56,"https://github.com/SUSE/Portus/graphs/contributors"
"Portworx","Portworx","https://portworx.com/","https://landscape.cncf.io/logos/portworx.svg","https://twitter.com/portwx","https://www.crunchbase.com/organization/portworx",,,28500000,"silver","member","NotOpenSource","Los Altos, California","2018-12-19 00:22:04","Portworx is the solution for stateful containers running in production.","Portworx is the solution for stateful containers running in production.","https://portworx.com/","Los Altos","California","United States","https://twitter.com/portwx","https://www.linkedin.com/company/6578150",,"funding",11,50,"Runtime","Cloud-Native Storage",false,,,,"","","",,"","",,
"Portworx on Kubernetes","Portworx","https://portworx.com/","https://landscape.cncf.io/logos/portworx-on-kubernetes.svg","https://twitter.com/portwx","https://www.crunchbase.com/organization/portworx",,,28500000,"silver","member","NotOpenSource","Los Altos, California","2018-12-19 00:22:04","Cloud Native Storage for Kubernetes","Portworx is the solution for stateful containers running in production.","https://portworx.com/","Los Altos","California","United States","https://twitter.com/portwx","https://www.linkedin.com/company/6578150",,"funding",11,50,"Platform","Certified Kubernetes - Distribution",false,,,,"","","",,"","",,
"Pouch","Alibaba Cloud","https://github.com/alibaba/pouch","https://landscape.cncf.io/logos/pouch.svg","https://twitter.com/pouchcontainer","https://www.crunchbase.com/organization/alibaba-cloud",354926362624,"BABA",,"platinum","member","Apache License 2.0","Hangzhou, China","2018-12-12 03:17:43","An Efficient Enterprise-class Rich Container Engine","Alibaba Cloud develops highly scalable cloud computing and data management services.","https://www.alibabacloud.com/","Hangzhou","Zhejiang","China","https://twitter.com/alibaba_cloud","https://www.linkedin.com/company/alibaba-cloud-computing-company","BABA","market_cap",,,"Runtime","Container Runtime",true,"https://github.com/alibaba/pouch",3635,"An Efficient Enterprise-class Rich Container Engine","","https://github.com/alibaba/pouch/commit/28bca821a28a5ebaae76672c83264d066f833869","",,"2017-10-23 11:46:22","https://github.com/alibaba/pouch/commit/64fbb2610ff1d2bcead5ad08cfebe022dc7971c2",101,"https://github.com/alibaba/pouch/graphs/contributors"
"PowerfulSeal","Bloomberg LP","https://github.com/bloomberg/powerfulseal","https://landscape.cncf.io/logos/powerful-seal.svg","https://twitter.com/TechAtBloomberg","https://www.crunchbase.com/organization/bloomberg",,,,"silver","member","Apache License 2.0","New York, New York","2018-12-26 16:00:10","A powerful testing tool for Kubernetes clusters.","Bloomberg provides news, data, analytics, and communication services for the global business and financial world.","http://www.bloomberg.com","New York","New York","United States","https://twitter.com/Bloomberg","https://www.linkedin.com/company/bloomberg-lp",,,10001,1000000,"Observability and Analysis","Chaos Engineering",true,"https://github.com/bloomberg/powerfulseal",891,"A powerful testing tool for Kubernetes clusters.","","https://github.com/bloomberg/powerfulseal/commit/3c507884ff033c09ee9434ced1d416fa1b4180f7","",,"2017-12-06 16:41:12","https://github.com/bloomberg/powerfulseal/commit/32886c31dcd3c09c249ee4f8c01db6f9252c09a7",9,"https://github.com/bloomberg/powerfulseal/graphs/contributors"
"Praqma (KCSP)","Praqma","https://www.praqma.com/","https://landscape.cncf.io/logos/praqma-kcsp.svg","https://twitter.com/praqma","https://www.crunchbase.com/organization/praqma",,,,"silver","member","NotOpenSource","Copenhagen, Denmark","2018-12-26 10:30:00","Praqma is a leading Continuous Delivery and DevOps consultancy in Scandinavia.  We have been helping our customers succeed on Kubernetes  projects since 2015.","The Continuous Delivery & DevOps Company","https://www.praqma.com/","Copenhagen","Hovedstaden","Denmark","https://twitter.com/praqma","https://www.linkedin.com/company/praqma-a-s",,,11,50,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"PRODYNA (KCSP)","PRODYNA","https://www.prodyna.com/en/cloud-native-computing-docker-kubernetes","https://landscape.cncf.io/logos/prodyna-kcsp.svg","https://twitter.com/PRODYNASE","https://www.crunchbase.com/organization/prodyna",,,,"silver","member","NotOpenSource","Eschborn, Germany","2018-12-21 06:15:46","PRODYNA designs, implements, and operates Kubernetes-based custom applications for mid- to large size enterprises in all of Europe.","PRODYNA is an innovative IT consultancy specialized on the topic of digital business.","http://www.prodyna.com/","Eschborn","Hessen","Germany","https://twitter.com/PRODYNASE","https://www.linkedin.com/company-beta/274445/",,,251,500,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"PRODYNA (KTP)","PRODYNA","https://www.prodyna.com/en/cloud-native-computing-docker-kubernetes","https://landscape.cncf.io/logos/prodyna-ktp.svg","https://twitter.com/PRODYNASE","https://www.crunchbase.com/organization/prodyna",,,,"silver","member","NotOpenSource","Eschborn, Germany","2018-12-21 06:15:46","PRODYNA designs, implements, and operates Kubernetes-based custom applications for mid- to large size enterprises in all of Europe.","PRODYNA is an innovative IT consultancy specialized on the topic of digital business.","http://www.prodyna.com/","Eschborn","Hessen","Germany","https://twitter.com/PRODYNASE","https://www.linkedin.com/company-beta/274445/",,,251,500,"Special","Kubernetes Training Partner",false,,,,"","","",,"","",,
"Project Calico","Tigera","https://www.projectcalico.org/","https://landscape.cncf.io/logos/project-calico.svg","https://twitter.com/projectcalico","https://www.crunchbase.com/organization/tigera",,,53000000,"silver","member","Apache License 2.0","San Francisco, California","2018-12-10 21:17:32","Cloud native connectivity and network policy","Zero Trust Network Security and Continuous Compliance for Kubernetes Platforms","https://www.tigera.io/","San Francisco","California","United States","https://twitter.com/tigeraio","https://www.linkedin.com/company/tigera",,"funding",11,50,"Runtime","Cloud-Native Network",true,"https://github.com/projectcalico/calico",827,"Cloud native connectivity and network policy","","https://github.com/projectcalico/calico/commit/f192ff73f5d683fdc3aab55c0fbe440d6622bc3a","",,"2016-07-21 15:45:54","https://github.com/projectcalico/calico/commit/8e3d75dd58a2d93eddfdf53baad931004d7fb783",91,"https://github.com/projectcalico/calico/graphs/contributors"
"Pulumi","Pulumi","https://pulumi.io/","https://landscape.cncf.io/logos/pulumi.svg","https://twitter.com/PulumiCorp","https://www.crunchbase.com/organization/pulumi-corporation",,,20000000,"silver","member","Apache License 2.0","Seattle, Washington","2018-12-17 22:55:17","Define cloud apps and infrastructure in your favorite language and deploy to any cloud","Pulumi offers a way to build, connect, and run modern cloud applications.","https://www.pulumi.com","Seattle","Washington","United States","https://twitter.com/pulumicorp","https://www.linkedin.com/company/pulumi",,"funding",,,"Provisioning","Automation & Configuration",true,"https://github.com/pulumi/pulumi",1858,"Define cloud apps and infrastructure in your favorite language and deploy to any cloud","","https://github.com/pulumi/pulumi/commit/fc14d50359bf050be7cd5544a9f0c8d47571e5fd","2018-12-25 04:26:43","https://github.com/pulumi/pulumi/releases","2016-10-08 23:01:25","https://github.com/pulumi/pulumi/commit/86f6117640ebaaffb8689e241a668218b24f4690",21,"https://github.com/pulumi/pulumi/graphs/contributors"
"QFusion","WOQU Technology","http://www.woqutech.com/product.html","https://landscape.cncf.io/logos/q-fusion.svg",,"https://www.crunchbase.com/organization/woqu-technology-co-ltd",,,,"silver","member","NotOpenSource","Hangzhou, China","","QFusion Enterprise Hyper-Converged Cloud Platform is an out-of-the-box solution that integrates cloud platform best practices and flexible architecture design through software-defined computing, software-defined networking, software-defined storage, and self-service cloud resource management.","WOQU Tech is dedicated to providing integrated database system solutions for both domestic and foreign large enterprises","http://woqutech.com/","Hangzhou","Zhejiang","China",,"https://www.linkedin.com/company/%E6%9D%AD%E5%B7%9E%E6%B2%83%E8%B6%A3%E7%BD%91%E7%BB%9C%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/",,,,,"Platform","Certified Kubernetes - Distribution",false,,,,"","","",,"","",,
"Qiniu Enterprise Platform","Qiniu","https://www.qiniu.com/products/kirk","https://landscape.cncf.io/logos/qiniu-enterprise-platform.svg",,"https://www.crunchbase.com/organization/qiniu",,,255786757,"silver","member","NotOpenSource","Shanghai, China","","Qiniu Enterprise Platform is a multi-cloud support platform based on Kubernetes and Docker for application lifecycle management with high availability and high stability. This platform can accelerate time-to-market, improve cluster utilization, and simplify operation and maintenance.","Qiniu Information Technology is a cloud-based storage solutions provider in China.","http://www.qiniu.com/","Shanghai","Shanghai","China","http://twitter.com/qiniu","https://www.linkedin.com/company/2589832/",,"funding",51,100,"Platform","Certified Kubernetes - Distribution",false,,,,"","","",,"","",,
"Quay","Red Hat","https://quay.io/","https://landscape.cncf.io/logos/quay.svg","https://twitter.com/coreos","https://www.crunchbase.com/organization/red-hat",30703210496,"RHT",,"platinum","member","NotOpenSource","Raleigh, North Carolina","2018-12-18 20:28:49","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhat","https://www.linkedin.com/company/red-hat","RHT","market_cap",5001,10000,"Provisioning","Container Registry",false,,,,"","","",,"","",,
"Rackspace (KCSP)","Rackspace","https://www.rackspace.com/","https://landscape.cncf.io/logos/rackspace-kcsp.svg","http://twitter.com/Rackspace","https://www.crunchbase.com/organization/rackspace",,,17800000,"silver","member","NotOpenSource","San Antonio, Texas","2018-12-21 20:40:00","Rackspace delivers ongoing operations management and support from hardware to Kubernetes.","Rackspace provides hybrid cloud-based services that enable businesses to run their workload in a public or private cloud.","https://www.rackspace.com/","San Antonio","Texas","United States","http://twitter.com/Rackspace","https://www.linkedin.com/company/rackspace-hosting",,"funding",1001,5000,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"Rackspace Kubernetes-as-a-Service","Rackspace","https://www.rackspace.com/managed-kubernetes","https://landscape.cncf.io/logos/rackspace-kubernetes-as-a-service.svg","http://twitter.com/Rackspace","https://www.crunchbase.com/organization/rackspace",,,17800000,"silver","member","NotOpenSource","San Antonio, Texas","2018-12-21 20:40:00","Rackspace provides hybrid cloud-based services that enable businesses to run their workload in a public or private cloud.","Rackspace provides hybrid cloud-based services that enable businesses to run their workload in a public or private cloud.","https://www.rackspace.com/","San Antonio","Texas","United States","http://twitter.com/Rackspace","https://www.linkedin.com/company/rackspace-hosting",,"funding",1001,5000,"Platform","Certified Kubernetes - Hosted",false,,,,"","","",,"","",,
"Rancher","Rancher Labs","https://rancher.com","https://landscape.cncf.io/logos/rancher.svg","https://twitter.com/rancher_labs","https://www.crunchbase.com/organization/rancher-labs",,,30000000,"silver","member","Apache License 2.0","Cupertino, California","2018-12-26 21:55:52","Rancher container management platform makes it easy for you to manage all aspects of running containers. You no longer need to develop the technical skills required to integrate and maintain a complex set of open source technologies.","Rancher Labs is a newly-formed startup developing the next generation of cloud software.","http://rancher.com/","Cupertino","California","United States","https://twitter.com/rancher_labs","https://www.linkedin.com/company/rancher",,"funding",11,50,"Platform","Certified Kubernetes - Distribution",true,"https://github.com/rancher/rancher",10282,"Complete container management platform","","https://github.com/rancher/rancher/commit/cf9d5c1d330d51556e142eedc6de726b8dc4c8aa","2018-12-06 22:43:32","https://github.com/rancher/rancher/releases","2017-11-14 00:57:39","https://github.com/rancher/rancher/commit/89854cf6f29bf3ee857b8f3edf51305bdf2d13f9",45,"https://github.com/rancher/rancher/graphs/contributors"
"Rancher (KCSP)","Rancher Labs","https://rancher.com","https://landscape.cncf.io/logos/rancher-kcsp.svg","https://twitter.com/rancher_labs","https://www.crunchbase.com/organization/rancher-labs",,,30000000,"silver","member","NotOpenSource","Cupertino, California","2018-12-26 21:55:52","Rancher is enterprise management for Kubernetes. Every distro. Every cluster. Every cloud.","Rancher Labs is a newly-formed startup developing the next generation of cloud software.","http://rancher.com/","Cupertino","California","United States","https://twitter.com/rancher_labs","https://www.linkedin.com/company/rancher",,"funding",11,50,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"Reactive Interaction Gateway","Accenture","https://accenture.github.io/reactive-interaction-gateway/","https://landscape.cncf.io/logos/reactive-interaction-gateway.svg","https://twitter.com/AccentureTech","https://www.crunchbase.com/organization/accenture",88611782656,"ACN",,"silver","member","Apache License 2.0","Dublin, Ireland","2018-12-24 16:30:07","Your UI deserves an API, too!","Accenture is a global management consulting firm that offers a range of services & solutions in strategy, consulting, tech and operations. ","http://www.accenture.com","Dublin","Dublin","Ireland","http://twitter.com/accenture","https://www.linkedin.com/company/accenture","ACNN","market_cap",10001,1000000,"Orchestration & Management","API Gateway",true,"https://github.com/accenture/reactive-interaction-gateway",258,"Your UI deserves an API, too!","","https://github.com/Accenture/reactive-interaction-gateway/commit/53a41136d9c82cb7d3a07a29c40d675a373db061","2018-06-21 14:02:27","https://github.com/accenture/reactive-interaction-gateway/releases","2017-01-31 12:21:24","https://github.com/Accenture/reactive-interaction-gateway/commit/487372e97e00b9295a8d8ad9f16e4d36c55db52e",13,"https://github.com/accenture/reactive-interaction-gateway/graphs/contributors"
"ReactiveOps (KCSP)","ReactiveOps","https://www.reactiveops.com/how-we-can-help","https://landscape.cncf.io/logos/reactive-ops-kcsp.svg","https://www.twitter.com/reactiveops","https://www.crunchbase.com/organization/reactiveops",,,,"silver","member","NotOpenSource","Philadelphia, Pennsylvania","2018-12-26 21:10:09","ReactiveOps offers Kubernetes-based DevOps-as-a-Service for companies looking for help with the undifferentiated heavy-lifting of their infrastructure.","Expert Kubernetes DevOps Consulting and managed Operations.","https://www.reactiveops.com/","Philadelphia","Pennsylvania","United States","https://www.twitter.com/reactiveops","https://www.linkedin.com/company/9492908",,,11,50,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"Red Hat OpenShift","Red Hat","https://www.openshift.com/","https://landscape.cncf.io/logos/red-hat-open-shift.svg","https://twitter.com/openshift","https://www.crunchbase.com/organization/red-hat",30703210496,"RHT",,"platinum","member","Apache License 2.0","Raleigh, North Carolina","2018-12-26 23:42:18","Red Hat® OpenShift is a container application platform that brings docker and Kubernetes to the enterprise.","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhat","https://www.linkedin.com/company/red-hat","RHT","market_cap",5001,10000,"Platform","Certified Kubernetes - Distribution",true,"https://github.com/openshift/origin",5580,"Enterprise Kubernetes for Developers","","https://github.com/openshift/origin/commit/6d83aa7d70536120815ca474658fe1638193ad45","2018-09-13 14:23:07","https://github.com/openshift/origin/releases","2014-07-30 18:17:42","https://github.com/openshift/origin/commit/e0a5699f2049372633b18c43a98a522999b1f297",322,"https://github.com/openshift/origin/graphs/contributors"
"Replex","Replex","https://www.replex.io/","https://landscape.cncf.io/logos/replex.svg","https://twitter.com/replex_io","https://www.crunchbase.com/organization/replex-gmbh",,,1630083,"silver","member","NotOpenSource","San Francisco, California","2018-12-20 17:19:14","The central source of truth for all IT infrastructure insights. Providing one central platform that uniquely combines technical and financial metrics to manage and optimize modern containerized IT infrastructure stacks successfully.","Replex offers a lightweight and simple solution to optimise and visualise any IT infrastructure.","https://www.replex.io","San Francisco","California","United States","https://www.twitter.com/replex_io","https://www.linkedin.com/company/replex-gmbh/",,"funding",11,50,"Observability and Analysis","Monitoring",false,,,,"","","",,"","",,
"RethinkDB","The Linux Foundation","https://www.rethinkdb.com/","https://landscape.cncf.io/logos/rethink-db.svg","https://twitter.com/rethinkdb","https://www.crunchbase.com/organization/the-linux-foundation",,,,"linux_foundation","member","Other","San Francisco, California","2018-03-08 18:52:48","The open-source database for the realtime web.","The Linux Foundation builds sustainable ecosystems around open source projects to accelerate technology development and industry adoption.","http://www.linuxfoundation.org","San Francisco","California","United States","http://twitter.com/linuxfoundation","https://www.linkedin.com/company/the-linux-foundation",,,101,250,"App Definition and Development","Database",true,"https://github.com/rethinkdb/rethinkdb",828,"The open-source database for the realtime web.","","https://github.com/rethinkdb/rethinkdb/commit/54a76551512bebfe1ab1071d9b19dec2cd9c40e6","2017-07-17 00:43:27","https://github.com/rethinkdb/rethinkdb/releases","2009-10-03 22:47:38","https://github.com/rethinkdb/rethinkdb/commit/42c5c0cb1e5722a3e2275185c02a177c155ceaf4",146,"https://github.com/rethinkdb/rethinkdb/graphs/contributors"
"REX-Ray","VMware","https://rexray.io/","https://landscape.cncf.io/logos/rex-ray.svg","http://twitter.com/VMware","https://www.crunchbase.com/organization/vmware",62660034560,"VMW",,"platinum","member","Apache License 2.0","Palo Alto, California","2018-12-26 20:08:04","REX-Ray is a container storage orchestration engine enabling persistence for cloud native workloads","VMware is a software company providing cloud and virtualization services.","https://www.vmware.com","Palo Alto","California","United States","http://twitter.com/VMware","https://www.linkedin.com/company/vmware","VMW","market_cap",10001,1000000,"Runtime","Cloud-Native Storage",true,"https://github.com/rexray/rexray",1424,"REX-Ray is a container storage orchestration engine enabling persistence for cloud native workloads","","https://github.com/rexray/rexray/commit/8a6e866b9dfa50d5e73df8a3bfe44dcadf9ad1a2","2018-02-24 23:52:57","https://github.com/rexray/rexray/releases","2015-04-14 03:57:41","https://github.com/rexray/rexray/commit/16fc924fc90462597d2a27db15c50dbd02bbfe99",46,"https://github.com/rexray/rexray/graphs/contributors"
"Riff","Pivotal","https://projectriff.io/","https://landscape.cncf.io/logos/riff.svg","https://twitter.com/projectriff","https://www.crunchbase.com/organization/pivotal",4093908224,"PVTL",,"platinum","member","Other","San Francisco, California","2018-12-22 13:28:24","riff is for functions","Pivotal is a software company that provides digital transformation technology and services.","http://www.pivotal.io","San Francisco","California","United States","http://twitter.com/pivotal","https://www.linkedin.com/company/3048967","PVTL","market_cap",1001,5000,"Serverless","Installable Platform",true,"https://github.com/projectriff/riff",638,"riff is for functions","","https://github.com/projectriff/riff/commit/4ae838fe4a8775678d7113671fd60f3d8c32e952","",,"2017-07-28 20:43:42","https://github.com/projectriff/riff/commit/f2adda1af761705f5ebf1346af5a8ea20868484e",18,"https://github.com/projectriff/riff/graphs/contributors"
"ROBIN Hyper-Converged Kubernetes","Robin Systems","https://robin.io/product/hyper-converged-kubernetes/","https://landscape.cncf.io/logos/robin-hyper-converged-kubernetes.svg","https://twitter.com/robinsystems","https://www.crunchbase.com/organization/robin-systems",,,51200000,"silver","member","NotOpenSource","San Jose, California","2018-12-19 05:53:12","ROBIN is the industry’s first hyper-converged Kubernetes platform for big data, databases, and AI/ML.","Robin's Hyperconverged Kubernetes software enables Enterprises Deploy and Manage Big Data, Databases and AI/ML in Minutes","https://www.robin.io","San Jose","California","United States","https://twitter.com/robinsystems","https://www.linkedin.com/company/robin-systems",,"funding",11,50,"Platform","Certified Kubernetes - Distribution",false,,,,"","","",,"","",,
"Robin Systems","Robin Systems","https://robin.io/","https://landscape.cncf.io/logos/robin-systems.svg","https://twitter.com/robinsystems","https://www.crunchbase.com/organization/robin-systems",,,51200000,"silver","member","NotOpenSource","San Jose, California","2018-12-19 05:53:12","Robin's Hyperconverged Kubernetes software enables Enterprises Deploy and Manage Big Data, Databases and AI/ML in Minutes","Robin's Hyperconverged Kubernetes software enables Enterprises Deploy and Manage Big Data, Databases and AI/ML in Minutes","https://www.robin.io","San Jose","California","United States","https://twitter.com/robinsystems","https://www.linkedin.com/company/robin-systems",,"funding",11,50,"Runtime","Cloud-Native Storage",false,,,,"","","",,"","",,
